Frame,Time,Dextran_Area,Dextran_Mean,Dextran_Min,Dextran_Max
771,570.54,90.161,8.192,3,40
772,571.28,90.161,8.305,3,67
773,572.02,90.161,8.435,3,40
774,572.76,90.161,7.785,3,50
775,573.5,90.161,8.147,3,41
776,574.24,90.161,7.232,3,35
777,574.98,90.161,8.322,3,41
778,575.72,90.161,7.266,3,40
779,576.46,90.161,7.644,3,54
780,577.2,90.161,8.006,3,46
781,577.94,90.161,10.492,3,57
782,578.68,90.161,9.147,3,51
783,579.42,90.161,8.65,3,63
784,580.16,90.161,8.028,3,43
785,580.9,90.161,7.684,3,45
786,581.64,90.161,8.096,3,45
787,582.38,90.161,7.729,3,32
788,583.12,90.161,8.056,3,48
789,583.86,90.161,7.593,3,62
790,584.6,90.161,8.61,3,60
791,585.34,90.161,7.576,3,44
792,586.08,90.161,9.61,3,47
793,586.82,90.161,7.627,3,40
794,587.56,90.161,7.198,3,35
795,588.3,90.161,7.565,3,45
796,589.04,90.161,8.983,3,49
797,589.78,90.161,9.734,3,55
798,590.52,90.161,8.989,3,40
799,591.26,90.161,10.621,4,72
800,592,90.161,11.384,4,60
801,592.74,90.161,8.497,3,60
802,593.48,90.161,7.384,3,36
803,594.22,90.161,8.056,3,45
804,594.96,90.161,8.424,3,62
805,595.7,90.161,7.322,3,49
806,596.44,90.161,7.836,3,46
807,597.18,90.161,8.859,3,36
808,597.92,90.161,7.35,3,60
809,598.66,90.161,7.718,3,48
810,599.4,90.161,7.768,3,32
