Frame,Time,Dextran_Area,Dextran_Mean,Dextran_Min,Dextran_Max
319,139.403,123.035,4.676,0,14
320,139.84,123.035,3.703,0,17
321,140.277,123.035,8.378,0,27
322,140.714,123.035,3.811,0,12
323,141.151,123.035,3.757,0,19
324,141.588,123.035,6.351,0,22
325,142.025,123.035,3.73,0,14
326,142.462,123.035,3.162,0,12
327,142.899,123.035,6.243,0,29
328,143.336,123.035,4.297,0,24
329,143.773,123.035,4.649,0,19
330,144.21,123.035,5.784,0,17
331,144.647,123.035,5.054,0,22
332,145.084,123.035,5.162,0,27
333,145.521,123.035,5.189,0,14
334,145.958,123.035,4.784,0,14
335,146.395,123.035,5.378,0,32
336,146.832,123.035,8.351,0,36
337,147.269,123.035,5.757,0,41
338,147.706,123.035,6.324,0,54
339,148.143,123.035,3.324,0,12
340,148.58,123.035,5.73,0,39
341,149.017,123.035,6.568,0,44
342,149.454,123.035,4.541,0,19
343,149.891,123.035,3.676,0,14
344,150.328,123.035,4.838,0,14
345,150.765,123.035,10.27,2,27
346,151.202,123.035,4.703,0,14
347,151.639,123.035,3.919,0,24
348,152.076,123.035,8.297,0,27
349,152.513,123.035,4.703,0,22
350,152.95,123.035,5.108,0,39
351,153.387,123.035,5.595,0,19
352,153.824,123.035,7,0,46
353,154.261,123.035,7.892,0,32
354,154.698,123.035,8.405,0,34
355,155.135,123.035,5.486,0,36
356,155.572,123.035,6.297,0,24
357,156.009,123.035,5.838,0,27
358,156.446,123.035,8.73,0,36
359,156.883,123.035,8.189,0,36
360,157.32,123.035,10.135,0,39
361,157.757,123.035,5.757,0,54
362,158.194,123.035,8.568,0,44
363,158.631,123.035,8.973,0,41
364,159.068,123.035,2.919,0,9
365,159.505,123.035,5.865,0,29
366,159.942,123.035,5.757,0,34
367,160.379,123.035,7.351,0,29
368,160.816,123.035,8.568,0,59
369,161.253,123.035,7.649,0,29
370,161.69,123.035,4.676,0,19
371,162.127,123.035,7.784,0,54
372,162.564,123.035,6.892,0,39
373,163.001,123.035,6.622,0,51
374,163.438,123.035,7.568,0,44
375,163.875,123.035,7.405,0,29
376,164.312,123.035,3.973,0,14
377,164.749,123.035,6.297,0,32
378,165.186,123.035,7.405,0,27
379,165.623,123.035,9.297,0,29
380,166.06,123.035,9.243,0,29
381,166.497,123.035,10.703,0,41
382,166.934,123.035,8.135,0,36
383,167.371,123.035,10.703,0,51
384,167.808,123.035,12.459,0,49
385,168.245,123.035,7.568,0,29
386,168.682,123.035,11.27,0,44
387,169.119,123.035,12.595,0,46
388,169.556,123.035,8.703,0,32
389,169.993,123.035,9.838,0,32
390,170.43,123.035,11.27,0,39
391,170.867,123.035,11.946,0,41
392,171.304,123.035,11.027,0,29
393,171.741,123.035,12.459,0,66
394,172.178,123.035,10.351,0,54
395,172.615,123.035,13.189,0,36
396,173.052,123.035,12.865,0,36
397,173.489,123.035,6,0,22
398,173.926,123.035,12.514,0,41
399,174.363,123.035,15.595,0,44
400,174.8,123.035,4.865,0,14
401,175.237,123.035,13.73,0,34
402,175.674,123.035,14.405,0,54
403,176.111,123.035,9.784,0,44
